market_intelligence_v2_3_overlay/src/backtester/intelligence/allocator_diagnostics.py,market_intelligence_v2_3_overlay,src/backtester/intelligence/allocator_diagnostics.py,src/backtester/intelligence/allocator_diagnostics.py,yes,b79bb2bc9f3149d706b298261f2162a1c1a3812acd5c54044176c56bb8dd0287,b8de85b205c6ed96a176fd0614e26d913d48c4fda6080e3f305b7765d3ead40e,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_3_overlay/src/backtester/intelligence/opportunity_scorer.py,market_intelligence_v2_3_overlay,src/backtester/intelligence/opportunity_scorer.py,src/backtester/intelligence/opportunity_scorer.py,yes,86d7a34156d945738cb14d641d4823adc4e4175487f29eb4258aad72c28acd37,86d7a34156d945738cb14d641d4823adc4e4175487f29eb4258aad72c28acd37,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_4_overlay/docs/market_intelligence_v2_4.md,market_intelligence_v2_4_overlay,docs/market_intelligence_v2_4.md,docs/market_intelligence_v2_4.md,yes,e3709c2f6bf5b83a0208e1fabc9e27c6b2ea4fe68dda0de729913f35937f5043,e3709c2f6bf5b83a0208e1fabc9e27c6b2ea4fe68dda0de729913f35937f5043,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_4_overlay/scripts/compare_allocator_intelligence.py,market_intelligence_v2_4_overlay,scripts/compare_allocator_intelligence.py,scripts/compare_allocator_intelligence.py,yes,7ff338a5852c7198fdee627e4428bc07cecaf754c7b37b926f01f925efda4e03,7ff338a5852c7198fdee627e4428bc07cecaf754c7b37b926f01f925efda4e03,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_4_overlay/scripts/diagnose_allocator_intelligence.py,market_intelligence_v2_4_overlay,scripts/diagnose_allocator_intelligence.py,scripts/diagnose_allocator_intelligence.py,yes,2320410bf52be4bafbbcdf505e37f2aa96990a6ea59d080925cf370f6c37941a,2320410bf52be4bafbbcdf505e37f2aa96990a6ea59d080925cf370f6c37941a,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_4_overlay/src/backtester/intelligence/allocator_diagnostics.py,market_intelligence_v2_4_overlay,src/backtester/intelligence/allocator_diagnostics.py,src/backtester/intelligence/allocator_diagnostics.py,yes,b8de85b205c6ed96a176fd0614e26d913d48c4fda6080e3f305b7765d3ead40e,b8de85b205c6ed96a176fd0614e26d913d48c4fda6080e3f305b7765d3ead40e,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_5_overlay/docs/market_intelligence_v2_5.md,market_intelligence_v2_5_overlay,docs/market_intelligence_v2_5.md,docs/market_intelligence_v2_5.md,yes,76839355a4b8e4beb95aeaaf2d96a2f3a649612aaaecb9bd7768e04d43b1af81,76839355a4b8e4beb95aeaaf2d96a2f3a649612aaaecb9bd7768e04d43b1af81,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_5_overlay/scripts/monte_carlo_allocator_intelligence.py,market_intelligence_v2_5_overlay,scripts/monte_carlo_allocator_intelligence.py,scripts/monte_carlo_allocator_intelligence.py,yes,3613a828762a7b402d46fcb1a177eb2a89dfb7427c3f138cdbd3797a6d391f5a,3613a828762a7b402d46fcb1a177eb2a89dfb7427c3f138cdbd3797a6d391f5a,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_5_overlay/src/backtester/intelligence/allocator_monte_carlo.py,market_intelligence_v2_5_overlay,src/backtester/intelligence/allocator_monte_carlo.py,src/backtester/intelligence/allocator_monte_carlo.py,yes,aeb300cd3c4dfdce9fbc590c6bb283fbfad060685d3b8e7e39b0c72ce431070e,aeb300cd3c4dfdce9fbc590c6bb283fbfad060685d3b8e7e39b0c72ce431070e,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/docs/market_intelligence_v2_6_1.md,market_intelligence_v2_6_1_overlay,docs/market_intelligence_v2_6_1.md,docs/market_intelligence_v2_6_1.md,yes,90d8331b9766a7f17d2db68c920f0bc75869e981cf3edc97f1d968225acad0e5,90d8331b9766a7f17d2db68c920f0bc75869e981cf3edc97f1d968225acad0e5,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/requirements-intelligence-nlp.txt,market_intelligence_v2_6_1_overlay,requirements-intelligence-nlp.txt,requirements-intelligence-nlp.txt,yes,8b05777d86cb981b73e23138abdf6be5599453a1be38cac13c6e147f1c55783a,8b05777d86cb981b73e23138abdf6be5599453a1be38cac13c6e147f1c55783a,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/scripts/check_intelligence_nlp.py,market_intelligence_v2_6_1_overlay,scripts/check_intelligence_nlp.py,scripts/check_intelligence_nlp.py,yes,6d970a6384df4c0312a77d73d47300157e803479037818426864e478a686c14d,6d970a6384df4c0312a77d73d47300157e803479037818426864e478a686c14d,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/scripts/extract_contextual_events.py,market_intelligence_v2_6_1_overlay,scripts/extract_contextual_events.py,scripts/extract_contextual_events.py,yes,e5b85d9854657d33658ba97609a4889231b36f5b4962f6375c16df8f371a3697,be7277b760f9d0ce04c405957d482c93a0a9c84922bac053611b022ba1c3d5f8,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/scripts/run_nlp_event_smoke.py,market_intelligence_v2_6_1_overlay,scripts/run_nlp_event_smoke.py,scripts/run_nlp_event_smoke.py,yes,9d9aa0f6879e88838e0b80a2345943316e5c534c17227798738b890a579b6428,310cc44b18596d4f81f3c153965f199a21967d3a2bd72ef52d98c367405006e0,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/src/backtester/intelligence/contextual_event_extractor.py,market_intelligence_v2_6_1_overlay,src/backtester/intelligence/contextual_event_extractor.py,src/backtester/intelligence/contextual_event_extractor.py,yes,52231110e1ed2e4ca5bee32d512cce2621cab20626d73d49515be1b71d7f8f87,e76a1105dd8a810a1c55eeb203fd357708cea73d4b94fa210cde652292d115eb,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/src/backtester/intelligence/nlp_runtime.py,market_intelligence_v2_6_1_overlay,src/backtester/intelligence/nlp_runtime.py,src/backtester/intelligence/nlp_runtime.py,yes,f053f14782abf8bbf4250045a1ae2a50e3bf002e0bf0ae235b9dd81c8f57bdf6,f053f14782abf8bbf4250045a1ae2a50e3bf002e0bf0ae235b9dd81c8f57bdf6,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_1_overlay/src/backtester/intelligence/semantic_event_clusterer.py,market_intelligence_v2_6_1_overlay,src/backtester/intelligence/semantic_event_clusterer.py,src/backtester/intelligence/semantic_event_clusterer.py,yes,a9158681d9683c3e0a716794472d8f1a095de95b4d1b38e73ed750adcb7ed43e,a9158681d9683c3e0a716794472d8f1a095de95b4d1b38e73ed750adcb7ed43e,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/docs/market_intelligence_v2_6_2.md,market_intelligence_v2_6_2_overlay,docs/market_intelligence_v2_6_2.md,docs/market_intelligence_v2_6_2.md,no,37b9dc082c673ca814792f2fb17eb71faf9f3173d47ec6581464f0ff91fbaf58,,CANONICAL MISSING,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/scripts/check_intelligence_nlp.py,market_intelligence_v2_6_2_overlay,scripts/check_intelligence_nlp.py,scripts/check_intelligence_nlp.py,yes,6d970a6384df4c0312a77d73d47300157e803479037818426864e478a686c14d,6d970a6384df4c0312a77d73d47300157e803479037818426864e478a686c14d,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/scripts/extract_contextual_events.py,market_intelligence_v2_6_2_overlay,scripts/extract_contextual_events.py,scripts/extract_contextual_events.py,yes,e5b85d9854657d33658ba97609a4889231b36f5b4962f6375c16df8f371a3697,be7277b760f9d0ce04c405957d482c93a0a9c84922bac053611b022ba1c3d5f8,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/scripts/run_nlp_event_smoke.py,market_intelligence_v2_6_2_overlay,scripts/run_nlp_event_smoke.py,scripts/run_nlp_event_smoke.py,yes,9d9aa0f6879e88838e0b80a2345943316e5c534c17227798738b890a579b6428,310cc44b18596d4f81f3c153965f199a21967d3a2bd72ef52d98c367405006e0,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/src/backtester/intelligence/contextual_event_extractor.py,market_intelligence_v2_6_2_overlay,src/backtester/intelligence/contextual_event_extractor.py,src/backtester/intelligence/contextual_event_extractor.py,yes,731777f115809f26a96bd7c1818f6a7a711a71e5fd4911cef8afb77de72b2352,e76a1105dd8a810a1c55eeb203fd357708cea73d4b94fa210cde652292d115eb,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/src/backtester/intelligence/event_feature_builder.py,market_intelligence_v2_6_2_overlay,src/backtester/intelligence/event_feature_builder.py,src/backtester/intelligence/event_feature_builder.py,yes,df827f72535bcaaabc6b629de5690645cd8c15915338760df0270b55746040b5,f14d29e34544450396c936ddbdb3dd3ba30c5dcef229607851c5001844ba7e9e,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/src/backtester/intelligence/nlp_runtime.py,market_intelligence_v2_6_2_overlay,src/backtester/intelligence/nlp_runtime.py,src/backtester/intelligence/nlp_runtime.py,yes,f053f14782abf8bbf4250045a1ae2a50e3bf002e0bf0ae235b9dd81c8f57bdf6,f053f14782abf8bbf4250045a1ae2a50e3bf002e0bf0ae235b9dd81c8f57bdf6,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/src/backtester/intelligence/opportunity_scorer.py,market_intelligence_v2_6_2_overlay,src/backtester/intelligence/opportunity_scorer.py,src/backtester/intelligence/opportunity_scorer.py,yes,e0363f7a64ede686870415f8789c6d3a86f15a81ea37d44b970de596b62e0159,86d7a34156d945738cb14d641d4823adc4e4175487f29eb4258aad72c28acd37,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_2_overlay/src/backtester/intelligence/semantic_event_clusterer.py,market_intelligence_v2_6_2_overlay,src/backtester/intelligence/semantic_event_clusterer.py,src/backtester/intelligence/semantic_event_clusterer.py,yes,a9158681d9683c3e0a716794472d8f1a095de95b4d1b38e73ed750adcb7ed43e,a9158681d9683c3e0a716794472d8f1a095de95b4d1b38e73ed750adcb7ed43e,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/docs/market_intelligence_v2_6.md,market_intelligence_v2_6_overlay,docs/market_intelligence_v2_6.md,docs/market_intelligence_v2_6.md,yes,2e9f9c46d75456f6049934932860d5746f0eab2410daa20449ebdced3c3fec00,2e9f9c46d75456f6049934932860d5746f0eab2410daa20449ebdced3c3fec00,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/requirements-intelligence-nlp.txt,market_intelligence_v2_6_overlay,requirements-intelligence-nlp.txt,requirements-intelligence-nlp.txt,yes,8b05777d86cb981b73e23138abdf6be5599453a1be38cac13c6e147f1c55783a,8b05777d86cb981b73e23138abdf6be5599453a1be38cac13c6e147f1c55783a,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/scripts/check_intelligence_nlp.py,market_intelligence_v2_6_overlay,scripts/check_intelligence_nlp.py,scripts/check_intelligence_nlp.py,yes,6d970a6384df4c0312a77d73d47300157e803479037818426864e478a686c14d,6d970a6384df4c0312a77d73d47300157e803479037818426864e478a686c14d,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/scripts/extract_contextual_events.py,market_intelligence_v2_6_overlay,scripts/extract_contextual_events.py,scripts/extract_contextual_events.py,yes,8aa274430b344ab8270a844cf476ab310a044a9a2ed8da918c82198b427b1e99,be7277b760f9d0ce04c405957d482c93a0a9c84922bac053611b022ba1c3d5f8,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/scripts/run_nlp_event_smoke.py,market_intelligence_v2_6_overlay,scripts/run_nlp_event_smoke.py,scripts/run_nlp_event_smoke.py,yes,c86937d2e3783c20a9ea32b369e0154b446f7d45ee4641f80b33794652464f8f,310cc44b18596d4f81f3c153965f199a21967d3a2bd72ef52d98c367405006e0,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/src/backtester/intelligence/contextual_event_extractor.py,market_intelligence_v2_6_overlay,src/backtester/intelligence/contextual_event_extractor.py,src/backtester/intelligence/contextual_event_extractor.py,yes,52231110e1ed2e4ca5bee32d512cce2621cab20626d73d49515be1b71d7f8f87,e76a1105dd8a810a1c55eeb203fd357708cea73d4b94fa210cde652292d115eb,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/src/backtester/intelligence/nlp_runtime.py,market_intelligence_v2_6_overlay,src/backtester/intelligence/nlp_runtime.py,src/backtester/intelligence/nlp_runtime.py,yes,dd3b1ef54cff38f6e7fe414b18a37409056fabca65a515374d1bfcccea0c2bf9,f053f14782abf8bbf4250045a1ae2a50e3bf002e0bf0ae235b9dd81c8f57bdf6,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_6_overlay/src/backtester/intelligence/semantic_event_clusterer.py,market_intelligence_v2_6_overlay,src/backtester/intelligence/semantic_event_clusterer.py,src/backtester/intelligence/semantic_event_clusterer.py,yes,708a174f31405f8d4f50739d6b65695b3cab24ff3356d15423132f6917b6d4bb,a9158681d9683c3e0a716794472d8f1a095de95b4d1b38e73ed750adcb7ed43e,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_1_overlay/docs/market_intelligence_v2_7_1.md,market_intelligence_v2_7_1_overlay,docs/market_intelligence_v2_7_1.md,docs/market_intelligence_v2_7_1.md,yes,98808e590c9f1a9466578060206bdcf75013a60fee2575b93c0a57c85c4608d8,98808e590c9f1a9466578060206bdcf75013a60fee2575b93c0a57c85c4608d8,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_1_overlay/scripts/extract_contextual_events.py,market_intelligence_v2_7_1_overlay,scripts/extract_contextual_events.py,scripts/extract_contextual_events.py,yes,bdb71282bc0fd0179cfffe81aa382609971040e975046af4de9fb3b22e196fcf,be7277b760f9d0ce04c405957d482c93a0a9c84922bac053611b022ba1c3d5f8,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_1_overlay/scripts/run_nlp_event_smoke.py,market_intelligence_v2_7_1_overlay,scripts/run_nlp_event_smoke.py,scripts/run_nlp_event_smoke.py,yes,6ce519a69347f6e7e7b0bc7d813faabb4269f3b6361f5a985f71ee11f283cd89,310cc44b18596d4f81f3c153965f199a21967d3a2bd72ef52d98c367405006e0,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_1_overlay/src/backtester/intelligence/contextual_event_extractor.py,market_intelligence_v2_7_1_overlay,src/backtester/intelligence/contextual_event_extractor.py,src/backtester/intelligence/contextual_event_extractor.py,yes,1af9817d78448eaa154cbac2e32eed53d78e4dc1ecee8e918968c199a89f7f58,e76a1105dd8a810a1c55eeb203fd357708cea73d4b94fa210cde652292d115eb,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_1_overlay/src/backtester/intelligence/event_schemas.py,market_intelligence_v2_7_1_overlay,src/backtester/intelligence/event_schemas.py,src/backtester/intelligence/event_schemas.py,yes,0a51672074a0e4a629c130d3f446832c37383201f7ad4aef522fb2446a3b8825,63e8c76f267ab67805e3eeeb8d6ab489946c114b2a2c01de2c629e4d688a8308,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_1_overlay/src/backtester/intelligence/semantic_event_classifier.py,market_intelligence_v2_7_1_overlay,src/backtester/intelligence/semantic_event_classifier.py,src/backtester/intelligence/semantic_event_classifier.py,yes,d79fc53c5ab820e5aef5d0ba7aa82ed06fe78f58a42fe915332e2dda14121708,d79fc53c5ab820e5aef5d0ba7aa82ed06fe78f58a42fe915332e2dda14121708,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_2_overlay/docs/market_intelligence_v2_7_2.md,market_intelligence_v2_7_2_overlay,docs/market_intelligence_v2_7_2.md,docs/market_intelligence_v2_7_2.md,yes,48eb83835c4ec1566c0781577eca08f9f34b6963d35fb73962826b8c6a46fa0f,48eb83835c4ec1566c0781577eca08f9f34b6963d35fb73962826b8c6a46fa0f,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_2_overlay/scripts/extract_contextual_events.py,market_intelligence_v2_7_2_overlay,scripts/extract_contextual_events.py,scripts/extract_contextual_events.py,yes,bdb71282bc0fd0179cfffe81aa382609971040e975046af4de9fb3b22e196fcf,be7277b760f9d0ce04c405957d482c93a0a9c84922bac053611b022ba1c3d5f8,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_2_overlay/scripts/run_nlp_event_smoke.py,market_intelligence_v2_7_2_overlay,scripts/run_nlp_event_smoke.py,scripts/run_nlp_event_smoke.py,yes,735f74709c5c2d657e79025107773c73b1bc1cf2d70f102c287ca7a2f0e59297,310cc44b18596d4f81f3c153965f199a21967d3a2bd72ef52d98c367405006e0,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_2_overlay/src/backtester/intelligence/contextual_event_extractor.py,market_intelligence_v2_7_2_overlay,src/backtester/intelligence/contextual_event_extractor.py,src/backtester/intelligence/contextual_event_extractor.py,yes,8c763cbcdaa018151ffb207867447588bc3f710721d4b2cd29795b8cc43578b2,e76a1105dd8a810a1c55eeb203fd357708cea73d4b94fa210cde652292d115eb,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_2_overlay/src/backtester/intelligence/event_schemas.py,market_intelligence_v2_7_2_overlay,src/backtester/intelligence/event_schemas.py,src/backtester/intelligence/event_schemas.py,yes,4ba7447d2e26edab1a0e619d86652bcf859d843a3473371a62ce9b8740535698,63e8c76f267ab67805e3eeeb8d6ab489946c114b2a2c01de2c629e4d688a8308,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_2_overlay/src/backtester/intelligence/semantic_event_classifier.py,market_intelligence_v2_7_2_overlay,src/backtester/intelligence/semantic_event_classifier.py,src/backtester/intelligence/semantic_event_classifier.py,yes,d79fc53c5ab820e5aef5d0ba7aa82ed06fe78f58a42fe915332e2dda14121708,d79fc53c5ab820e5aef5d0ba7aa82ed06fe78f58a42fe915332e2dda14121708,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_3_overlay/docs/market_intelligence_v2_7_3.md,market_intelligence_v2_7_3_overlay,docs/market_intelligence_v2_7_3.md,docs/market_intelligence_v2_7_3.md,yes,ef571e4e8406623c4eb219ee1aca04a6ab73e8800d6484e773bdf2dd427fd715,ef571e4e8406623c4eb219ee1aca04a6ab73e8800d6484e773bdf2dd427fd715,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_3_overlay/scripts/extract_contextual_events.py,market_intelligence_v2_7_3_overlay,scripts/extract_contextual_events.py,scripts/extract_contextual_events.py,yes,bdb71282bc0fd0179cfffe81aa382609971040e975046af4de9fb3b22e196fcf,be7277b760f9d0ce04c405957d482c93a0a9c84922bac053611b022ba1c3d5f8,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_3_overlay/scripts/run_nlp_event_smoke.py,market_intelligence_v2_7_3_overlay,scripts/run_nlp_event_smoke.py,scripts/run_nlp_event_smoke.py,yes,1726e54bbe0625c8f1ac5836aabcdff38e3bd38ec56f85d11211263daea0e4d3,310cc44b18596d4f81f3c153965f199a21967d3a2bd72ef52d98c367405006e0,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_3_overlay/src/backtester/intelligence/contextual_event_extractor.py,market_intelligence_v2_7_3_overlay,src/backtester/intelligence/contextual_event_extractor.py,src/backtester/intelligence/contextual_event_extractor.py,yes,c3b7f1b6ddee4e7ce2ba7e6fa374982c516bce9d079bf60c2c14bc4d8a2ef64c,e76a1105dd8a810a1c55eeb203fd357708cea73d4b94fa210cde652292d115eb,DIFFERENT,no,unknown,HIGH,Overlay source is ignored by Git; preserve before any archival decision.
market_intelligence_v2_7_3_overlay/src/backtester/intelligence/event_schemas.py,market_intelligence_v2_7_3_overlay,src/backtester/intelligence/event_schemas.py,src/backtester/intelligence/event_schemas.py,yes,63e8c76f267ab67805e3eeeb8d6ab489946c114b2a2c01de2c629e4d688a8308,63e8c76f267ab67805e3eeeb8d6ab489946c114b2a2c01de2c629e4d688a8308,IDENTICAL,no,unknown,LOW,Overlay source is ignored by Git; preserve before any archival decision.
